umur,jenis_kelamin,pekerjaan,gaji,is_menikah,berat,tinggi,is_merokok,pendidikan,ever_stress
33,Perempuan,PNS,12366597.73,1,,,0,S1,0
37,Laki-laki,PNS,9104455.751,1,63.79525603,174.761526,1,SMA,1
33,Laki-laki,Pegawai swasta,7428668.53,1,65.13904345,169.0504407,1,SMA,1
45,Perempuan,Pegawai swasta,9570892.483,1,50.31367384,169.2982146,0,S1,1
37,Perempuan,PNS,9122583.388,1,48.05961801,173.3408865,1,S1,1
21,Laki-laki,PNS,10027043.02,1,46.61438479,166.3265843,0,SMA,1
49,Laki-laki,PNS,11188810.94,1,51.10289043,167.7235727,1,SMA,1
49,Perempuan,Freelance,8041168.951,1,52.51638164,185.9283006,1,S1,1
41,Perempuan,PNS,11134697.83,1,57.10575653,167.8040644,1,S3,1
46,Laki-laki,Freelance,5126135.764,1,48.72904493,147.1139657,1,S1,1
37,Laki-laki,PNS,14123445.63,1,45.12442379,173.7093774,,SMA,1
46,Laki-laki,PNS,8513276.908,1,52.1412528,160.3619033,1,SMA,1
26,Laki-laki,Freelance,4289113.389,1,86.40130361,156.5273886,0,S1,1
38,Perempuan,PNS,17199650.66,1,54.30141899,168.5969174,1,S1,1
49,Laki-laki,Freelance,10241161.7,1,52.63326028,154.216515,1,S2,1
32,Laki-laki,Pegawai swasta,16928799.76,1,51.42907101,156.5645038,0,S1,1
33,Laki-laki,Pegawai swasta,5307161.754,1,58.38495623,170.8890823,0,SMA,1
43,Perempuan,PNS,9076086.299,1,61.86764852,178.6166465,1,S1,1
38,Laki-laki,Freelance,11316045.87,1,53.80164446,150.9066216,0,SMA,0
42,Laki-laki,PNS,15112233.29,1,53.08702956,159.0233634,0,S1,1
35,Laki-laki,Pegawai swasta,8631745.565,1,45.72184508,166.8492618,1,SMP,1
49,Laki-laki,PNS,4808914.952,1,52.49327272,169.3765004,1,S2,1
32,Laki-laki,PNS,3735291.606,1,47.33621983,151.6676981,0,SMA,0
21,Laki-laki,Pegawai swasta,10271124.77,1,50.16137101,163.6183661,1,S2,1
34,Laki-laki,Pegawai swasta,5660357.06,1,58.45414421,171.0595006,,S1,0
28,Laki-laki,PNS,6789943.633,1,61.62828794,167.7105637,1,S1,1
34,Laki-laki,Freelance,6410915.638,1,50.8542434,164.3521517,0,SMA,1
28,Perempuan,PNS,7878189.925,1,66.57278804,150.5196983,0,S2,1
24,Perempuan,Pegawai swasta,11417078.2,1,56.40928497,183.2513711,1,SMA,1
47,Laki-laki,Pegawai swasta,7494918.62,1,99.71451464,169.2399548,0,S1,0
34,Laki-laki,PNS,4263212.675,1,45.46722974,181.3273927,1,SMA,1
36,Laki-laki,Freelance,6515247.551,1,47.5458873,169.7589452,1,S1,1
31,Perempuan,Pegawai swasta,6873441.323,1,46.68330474,163.6441728,0,S1,1
41,Perempuan,Pegawai swasta,8952734.095,1,51.81892486,168.9958773,1,S2,0
22,Laki-laki,PNS,11712816.06,1,67.0734307,172.5874014,0,S1,1
56,Laki-laki,PNS,4256914.627,1,63.05543149,157.8443364,1,SMA,0
52,Laki-laki,Pegawai swasta,3344325.323,1,67.25894533,177.4702435,0,SMP,1
,,Freelance,14100755.96,1,48.95562061,179.0493846,0,S1,0
37,Perempuan,Pengangguran,14604537.99,1,56.63635636,165.6232167,0,SMA,1
58,Perempuan,PNS,10985295.52,1,63.14207136,161.4691816,0,SD,1
47,Perempuan,Pegawai swasta,7239925.95,1,50.1101242,145.9095827,1,SMA,1
26,Laki-laki,Pegawai swasta,10458862.95,1,51.22037905,161.6071323,0,S1,0
40,Laki-laki,PNS,12376890.09,1,45.77489266,165.5680719,1,S1,1
38,Laki-laki,PNS,5127048.444,1,55.15516055,179.2445785,0,SMA,0
33,,Pegawai swasta,18821868.9,1,49.78510964,166.0898249,0,SMA,1
47,Perempuan,PNS,5608384.201,1,49.49970337,165.8381668,0,S1,1
35,Laki-laki,Pegawai swasta,9633933.509,1,41.6710281,159.3090126,1,S1,1
55,Laki-laki,Pegawai swasta,8200861.416,1,55.43784283,169.3510334,1,SD,1
35,Perempuan,Freelance,8325661.183,1,62.96897171,188.5036832,0,SD,1
42,Laki-laki,Pegawai swasta,7611711.682,1,68.92655047,166.540985,1,S1,0
44,Perempuan,PNS,5855367.258,1,55.78524525,169.4925972,1,SMA,1
37,Laki-laki,Freelance,3138644.232,1,41.75498491,147.2203955,1,S1,0
11,Laki-laki,Pegawai swasta,5390063.393,0,42.98086962,163.2960342,0,SMA,1
66,Perempuan,Pengangguran,9711511.553,1,56.08601099,179.3624282,1,S1,0
31,Laki-laki,Freelance,6278444.907,1,44.60677914,160.6805588,0,S1,1
18,Laki-laki,Freelance,7690503.339,0,60.3848225,170.7650948,1,SMA,0
46,Laki-laki,Freelance,5501883.717,1,46.27485171,161.4969473,1,S2,1
45,Laki-laki,PNS,8794330.02,1,57.05229053,173.2003824,0,S2,0
32,Perempuan,Pegawai swasta,8858169.555,1,43.38363205,160.2846277,1,SMA,0
34,Laki-laki,PNS,6604586.478,1,53.86533255,166.1333985,0,SMA,1
46,Laki-laki,Pegawai swasta,7302523.37,1,76.06002563,174.2686747,0,SMA,1
28,Perempuan,Pegawai swasta,7802874.574,1,57.40045432,161.3923674,1,S1,1
31,Laki-laki,Pegawai swasta,12816856.04,1,66.77873959,171.5522978,0,S1,0
40,Perempuan,Pegawai swasta,18920883.69,1,64.58076213,184.4502246,1,SMA,1
43,Laki-laki,Freelance,9898791.194,1,50.85794639,160.1023617,0,S1,1
70,Laki-laki,Pegawai swasta,3965407.211,1,56.34544881,172.8971874,1,S1,1
54,Laki-laki,Freelance,4977613.705,1,51.04387507,162.8460794,1,S1,1
35,Perempuan,PNS,3098967.733,1,53.95086201,172.4343245,1,S1,0
38,Laki-laki,PNS,6519985.453,1,55.0075806,153.7596841,0,S1,0
54,Laki-laki,Pegawai swasta,7594347.53,1,53.31627394,165.9814254,1,S1,1
35,Perempuan,,5919247.084,1,48.16518245,169.6296083,0,S1,0
35,Laki-laki,,3538357.056,1,57.11698965,165.4932976,1,SMA,1
31,Laki-laki,Freelance,11706119.27,1,56.24859274,177.1078968,1,SMA,1
36,Laki-laki,PNS,16981491.69,1,45.72390894,150.2771589,0,S3,0
53,Laki-laki,Freelance,4451104.274,1,66.54131399,146.1573702,0,S1,0
26,Laki-laki,Pegawai swasta,8470995.984,1,55.53889687,169.7296455,0,S2,1
23,Laki-laki,Freelance,9660066.321,1,57.71073415,186.3983592,0,SMP,0
39,Laki-laki,Freelance,9321949.733,1,44.00440294,156.1078228,0,SMA,1
43,Perempuan,Freelance,6979989.992,1,46.70968531,140.5436813,1,S1,1
34,Perempuan,Pegawai swasta,10509751.77,1,54.19172161,153.5012524,1,S1,1
37,Perempuan,Pegawai swasta,4924981.867,1,57.89266997,163.5477657,1,SMA,1
,Laki-laki,PNS,7043984.006,1,65.24977761,162.1564284,0,S1,1
36,Laki-laki,Freelance,9789896.089,1,54.7626834,162.0409866,1,S1,1
39,Laki-laki,PNS,6832438.716,1,73.3925892,178.7440647,1,SD,1
32,Laki-laki,PNS,10439013.64,1,65.97078372,171.9074814,1,S1,1
35,Laki-laki,PNS,10230435.84,1,60.40617135,170.3304214,1,SMA,1
46,Laki-laki,Pegawai swasta,4177874.654,1,50.81130241,156.0767737,1,S1,1
37,Laki-laki,Freelance,8787296.167,1,60.98430922,153.6037666,0,S1,1
15,Perempuan,PNS,7221701.421,0,53.50814878,152.8249709,1,SMA,1
19,Laki-laki,PNS,14966028.28,0,51.0864758,169.5076148,0,SMP,1
33,Perempuan,Pegawai swasta,5168202.219,1,63.50891817,156.723736,1,SMP,1
32,Laki-laki,Freelance,6776522.725,1,63.00183583,170.0792467,1,S1,1
31,Perempuan,Pegawai swasta,7110857.423,1,61.10483156,172.4315993,0,SMA,0
47,Laki-laki,Pegawai swasta,4634797.341,1,57.51875185,171.7658421,1,SMA,1
32,Laki-laki,Freelance,4146799.544,1,50.55479783,161.2165429,1,S1,0
32,Perempuan,Pegawai swasta,2269614.486,1,54.94770327,190.3259475,0,S1,1
38,Laki-laki,PNS,4883617.126,1,46.2816057,156.4311974,0,S1,1
39,Perempuan,,5247681.353,1,62.07249524,170.9332166,1,SMA,1
42,Laki-laki,PNS,14539700.16,1,67.26333258,162.0359701,1,SMA,1
46,Laki-laki,PNS,6175076.726,1,82.30983193,176.7665376,1,S1,0
54,Laki-laki,Pegawai swasta,6055664.547,1,66.90554859,163.5783445,1,SMA,0
33,Laki-laki,PNS,16346941.46,1,69.41160378,155.1184165,1,SMP,1
49,Laki-laki,Pegawai swasta,12470833.03,1,63.17101966,176.7989636,1,S2,1
37,Perempuan,Pegawai swasta,4517630.411,1,52.41817345,152.1827175,0,S1,1
49,Laki-laki,PNS,21161501.06,1,54.49877818,156.4284323,0,S3,0
25,Perempuan,Pegawai swasta,7571936.452,1,49.69992252,149.7515777,0,S1,0
48,Perempuan,PNS,19259251.75,1,57.47790349,171.7488399,0,S2,1
17,Laki-laki,Pegawai swasta,6079253.808,0,53.58526615,165.244508,0,S1,0
44,Laki-laki,Freelance,10386678.23,1,67.46304257,187.1549131,1,S1,1
36,Laki-laki,PNS,5511647.989,1,54.44588489,180.9499158,1,SMA,1
38,Laki-laki,Pengangguran,9458881.47,1,46.95537014,167.6766445,0,SMP,1
56,Perempuan,PNS,10084216.7,1,49.58463115,164.1553224,0,S1,1
28,Laki-laki,Freelance,8216254.354,1,51.13439118,153.8406275,1,SMA,0
36,Laki-laki,Pegawai swasta,10213507.82,1,50.02956879,170.8987455,0,S1,0
28,Laki-laki,Freelance,5591159.946,1,45.50521124,174.6679053,0,SMP,1
41,Laki-laki,Pegawai swasta,4725384.563,1,53.52740211,179.2390617,0,S1,1
39,Laki-laki,Freelance,11642677.94,1,48.457598,177.2555504,0,S1,0
27,Laki-laki,Pegawai swasta,7170722.691,1,47.62050807,174.509024,1,S1,1
38,Laki-laki,Pegawai swasta,11190016.53,1,46.04399208,161.4410172,1,SMA,0
39,Laki-laki,Pegawai swasta,5720722.193,1,67.51492115,178.4998438,0,S3,0
32,Laki-laki,PNS,9104259.06,1,65.5020049,174.4714566,0,SMA,1
54,Perempuan,Pegawai swasta,6635314.35,1,44.92761732,166.2226139,0,S1,1
28,Perempuan,Pegawai swasta,5030899.904,1,90.45231717,195.2336319,0,S1,0
32,Perempuan,PNS,4248551.518,1,61.1859165,170.0067863,1,S2,1
,Laki-laki,PNS,14364771.97,1,49.91046579,,1,SMA,1
28,Laki-laki,Freelance,3618488.29,1,61.27445544,190.1499652,1,S1,1
65,Laki-laki,PNS,9527200.869,1,69.08851213,180.5996149,1,S1,1
45,Perempuan,Pegawai swasta,10062940.8,1,56.50356083,160.0091228,1,S1,1
36,Perempuan,Pegawai swasta,11407382.82,1,49.07405297,166.8163472,1,SMA,0
28,Laki-laki,Pegawai swasta,5560650.076,1,63.17453526,164.2231654,0,S3,1
44,Laki-laki,PNS,8011012.32,1,45.90273573,159.7666708,1,S1,1
43,Laki-laki,PNS,10459078.49,1,60.31260984,162.2735911,1,S1,1
18,Laki-laki,Pegawai swasta,10636401.25,0,66.44123868,182.4952319,1,S3,0
46,Laki-laki,Pengangguran,6900024.112,1,60.58708434,175.9884846,1,S1,1
38,Laki-laki,Pegawai swasta,11218813.82,1,48.48296459,149.8771405,1,S1,0
33,Laki-laki,PNS,4507763.681,1,65.43706421,168.112443,1,S1,0
28,Laki-laki,Pegawai swasta,6536325.215,1,54.77041297,177.4580511,0,S1,1
43,Laki-laki,Pegawai swasta,10856386.41,1,52.57421156,175.1114261,,SMA,1
44,Perempuan,PNS,6971451.797,1,48.2257387,158.8240091,0,SMP,1
38,Perempuan,Pegawai swasta,10232456.69,1,47.89698281,164.8409533,0,S1,1
33,Perempuan,Pegawai swasta,6896904.391,1,48.78111376,145.8072425,1,S1,0
50,Perempuan,Pegawai swasta,2729360.489,1,60.99766156,165.0835006,0,S3,1
34,Laki-laki,PNS,12254516.66,1,49.76729087,163.2855,1,S1,1
54,Perempuan,,10576619.87,1,58.23478379,176.8406679,1,S2,1
33,Laki-laki,Freelance,9321508.605,1,53.57807994,170.7045447,1,S1,0
22,Laki-laki,Pegawai swasta,7355244.255,1,44.80111407,172.2518974,1,S1,1
56,Perempuan,PNS,11693320.59,1,57.86797844,159.6444825,1,SMA,0
40,Laki-laki,PNS,3996157.478,1,55.81315999,155.477712,0,S1,0
57,Laki-laki,Pegawai swasta,10916957.45,1,45.97706592,158.186351,0,SMA,1
43,Perempuan,PNS,8933586.623,1,62.02404357,167.0797393,0,SMA,0
35,Laki-laki,PNS,6439474.99,1,53.48502926,179.7632201,1,SD,0
34,Perempuan,PNS,12369285.89,1,46.29243553,171.9086066,0,SMA,1
41,Laki-laki,Freelance,2778265.965,1,53.61371473,183.2756017,0,SMA,1
41,Laki-laki,Pegawai swasta,7814267.402,1,45.18335711,155.4708044,1,S1,1
44,Laki-laki,Freelance,3140309.657,1,55.44781639,156.5504536,1,S1,1
29,Laki-laki,Pegawai swasta,16112527.28,1,54.27310867,190.9202779,1,SD,1
29,Laki-laki,Freelance,9818278.09,1,64.25740987,189.5763623,0,SMA,0
41,Perempuan,PNS,6898510.763,1,46.41536954,163.3390629,0,SMA,1
49,Laki-laki,Pegawai swasta,6416059.436,1,57.65660583,148.5656894,0,S1,1
42,Laki-laki,Pegawai swasta,7037135.615,1,55.68117199,,1,S1,1
38,Perempuan,Pegawai swasta,15302087.62,1,44.20733474,178.8131311,1,S1,1
47,Laki-laki,Pegawai swasta,9294336.094,1,51.43837985,161.8209982,1,S1,0
48,Laki-laki,Freelance,11332127.84,1,59.69196609,152.5793379,1,S3,1
37,Perempuan,Pegawai swasta,6097747.86,1,46.89996552,162.0164764,1,S1,1
43,Perempuan,Pegawai swasta,8066509.185,1,52.07676437,167.1739464,0,S1,0
45,Perempuan,PNS,16192455.06,1,51.87311171,162.9807085,1,S1,0
42,Laki-laki,Freelance,7643398.478,1,51.81507289,154.8553813,1,SMP,1
42,Perempuan,PNS,7083968.019,1,60.72528662,167.3616617,0,S2,0
37,Laki-laki,Pegawai swasta,13350018.32,1,46.10562818,174.9586223,0,SMA,1
48,Laki-laki,PNS,19570804.87,1,71.14017479,166.6413988,0,S1,1
39,Laki-laki,Pegawai swasta,11096131.71,1,54.82380113,158.9542454,1,SMA,1
25,Laki-laki,PNS,8787612.385,1,46.8056919,156.8531002,1,SMP,0
33,Perempuan,Pegawai swasta,32645292.13,1,56.39458231,171.3711233,1,SMP,1
31,Perempuan,Pengangguran,9913784.715,1,53.755663,169.7947953,0,S1,1
38,Laki-laki,PNS,7930228.723,1,51.64643743,173.8908965,0,S2,1
45,Laki-laki,PNS,7452853.577,1,49.38646807,173.951959,1,S1,1
58,Laki-laki,Pegawai swasta,6342266.252,1,49.31862862,175.1201743,0,S1,1
46,Perempuan,Freelance,16801784.43,1,47.11551952,161.2366506,0,SMA,0
37,Laki-laki,PNS,5221777.808,1,47.18379704,147.8107328,1,S1,1
28,Laki-laki,PNS,10408116.06,1,56.09988691,156.9033663,1,S2,1
39,Perempuan,PNS,15257339.57,1,73.50828191,152.9366106,1,SMA,1
34,Laki-laki,Pegawai swasta,7871311.965,1,49.21455524,168.428005,0,S1,0
20,Laki-laki,Pegawai swasta,9892387.066,1,71.91188209,175.940346,1,S1,0
41,Laki-laki,PNS,7883985.451,1,67.16110889,176.6562026,1,S1,1
48,Laki-laki,Pengangguran,9207968.221,1,85.71630147,182.8798523,0,,0
22,Laki-laki,Pengangguran,3182533.353,1,53.44280864,161.1860836,1,S1,1
64,Laki-laki,PNS,7798163.522,1,52.82207838,179.4526176,0,SMA,1
56,Laki-laki,PNS,10950630.07,1,54.38188717,177.8044023,0,S1,0
51,Perempuan,Pegawai swasta,17070717.4,1,51.64943081,152.9375812,0,,1
41,Laki-laki,Pegawai swasta,3730492.455,1,52.20636737,173.2821539,0,S1,0
45,Laki-laki,Pegawai swasta,12133825.28,1,64.72463437,186.0911687,0,S3,1
53,Perempuan,Pegawai swasta,8615424.371,1,54.75631411,178.2581743,1,SMA,1
26,Laki-laki,Pegawai swasta,4809176.304,1,42.63500386,156.5954509,0,S1,1
44,Perempuan,Pegawai swasta,4880443.043,1,60.93742157,172.6340762,0,S1,1
41,Laki-laki,Pegawai swasta,5911270.438,1,54.52844203,161.7958186,0,SMP,1
25,Laki-laki,PNS,5334055.654,1,60.10421791,185.2365614,1,S1,0
51,Laki-laki,Freelance,14394473.78,1,51.22427892,127.993496,0,S1,0
48,Laki-laki,PNS,7698698.982,1,59.6956439,173.7981281,0,SMA,0
56,Laki-laki,Pegawai swasta,10287290.27,1,54.12131225,151.3184074,0,S2,1
44,Laki-laki,Pengangguran,4051725.426,1,48.20290456,167.4740456,1,S1,1
45,Perempuan,Pegawai swasta,13506758.8,1,60.23606198,184.6440487,0,S1,1
39,Laki-laki,PNS,11228152.72,1,61.21716042,157.1918591,1,SMA,1
42,Laki-laki,Pegawai swasta,18309590.34,1,73.5956375,186.0554351,0,S1,0
50,Laki-laki,PNS,5803937.975,1,52.51407036,169.2109432,1,SMP,1
36,Laki-laki,Freelance,6927463.151,1,64.37530113,177.8257496,1,S1,1
43,Laki-laki,PNS,19169152.72,1,58.16923009,185.3080344,1,SMP,0
50,Laki-laki,PNS,10560152.42,1,61.82392851,160.3952483,0,SMA,1
31,Laki-laki,Pegawai swasta,2672138.817,1,66.7100861,174.989941,0,S1,0
48,Laki-laki,Pegawai swasta,5698754.364,1,43.03311845,174.0835667,0,S1,1
43,Laki-laki,Pegawai swasta,6795543.596,1,51.49602373,156.4118487,0,SMA,1
39,Laki-laki,Pegawai swasta,4695957.118,1,62.09918109,165.7259877,0,S1,1
41,Laki-laki,Pegawai swasta,8971034.811,1,51.63252033,162.6736662,1,SMP,1
47,,Pegawai swasta,4769838.801,1,49.73516154,162.1539679,0,SMA,1
53,Laki-laki,,10246908.57,1,46.96814514,159.5685298,0,S1,1
28,Perempuan,Pegawai swasta,9564051.347,1,52.94697533,,0,S1,1
49,Laki-laki,Freelance,5953285.782,1,58.9751179,170.7773195,1,S1,1
39,Laki-laki,Pegawai swasta,8869228.094,1,45.72017785,165.2791467,1,SMA,0
50,Laki-laki,Pegawai swasta,9925472.249,1,47.16088522,159.1199214,1,SMA,1
25,Laki-laki,Freelance,6262870.057,1,56.23859192,166.7531278,0,S2,0
43,Laki-laki,Pegawai swasta,17370453.19,1,48.06590294,160.1186749,1,SMA,1
40,Laki-laki,PNS,6433407.835,1,47.36143702,169.006953,0,SMA,1
50,Perempuan,Pegawai swasta,7712259.404,1,45.96314007,150.6072176,1,S1,1
38,Laki-laki,Pegawai swasta,5994236.457,1,46.04922636,150.1516919,1,SMA,1
35,Perempuan,Pegawai swasta,7474335.628,1,57.06917318,175.8365145,1,S1,0
35,Laki-laki,Freelance,11987334.06,1,54.8632638,176.905947,0,S1,1
44,Laki-laki,Freelance,5338573.594,1,67.00597467,167.6395662,0,SD,1
21,Laki-laki,Pegawai swasta,15357550.96,1,66.70485641,169.3404607,0,S1,0
32,Laki-laki,PNS,6693578.099,1,49.30330169,180.5260545,0,S1,1
36,Laki-laki,Pengangguran,12449960.96,1,56.43877961,159.1865255,0,S1,1
40,Perempuan,Freelance,13364675.81,1,58.64411592,166.1376371,1,S1,1
45,Laki-laki,Pegawai swasta,6859544.05,1,53.59679155,148.5376414,0,SMA,1
26,Perempuan,PNS,3958127.27,1,52.38975501,146.1952673,0,S1,1
53,Laki-laki,Pegawai swasta,9648762.65,1,45.95076317,156.3995051,1,SMP,0
37,Laki-laki,PNS,4571324.083,1,58.39376352,152.3184569,0,S2,0
39,Perempuan,PNS,12727726.76,1,52.85439112,169.9866276,0,S1,1
23,Laki-laki,PNS,6325062.022,1,51.409379,157.0795537,1,S1,0
38,Laki-laki,PNS,11466201.82,1,61.25882275,175.1267538,1,S2,0
46,Laki-laki,Pegawai swasta,11688501.13,1,53.69502393,175.3264327,0,SMA,1
35,Perempuan,PNS,17940700.09,1,50.88135164,162.0142216,1,S1,0
43,Laki-laki,PNS,9060380.046,1,54.06712579,177.869986,1,S2,0
42,Perempuan,PNS,6684381.519,1,48.67695888,165.2760125,1,SMP,1
27,Laki-laki,Pegawai swasta,9338202.687,1,71.67144312,168.1662977,1,S1,1
43,Laki-laki,PNS,7194946.848,1,58.98672133,164.3416403,1,SMA,1
57,Perempuan,PNS,7619645.221,1,50.73263653,161.0513853,0,S1,0
58,Perempuan,Pegawai swasta,18881661.13,1,52.18881075,166.625093,1,S2,1
51,Laki-laki,Pegawai swasta,8048407.694,1,65.67460341,164.6016323,1,S1,1
46,Laki-laki,PNS,4566924.652,1,50.89882913,158.4676919,1,S2,1
58,Laki-laki,PNS,4187319.23,1,50.47319233,144.3552919,1,S1,1
48,Laki-laki,Pegawai swasta,7158470.282,1,48.55281965,162.4232274,0,S1,1
37,Perempuan,PNS,5220499.345,1,57.81757918,178.4001191,0,S1,1
40,Perempuan,Pegawai swasta,11263805.73,1,60.69562613,175.8062644,0,SMA,0
45,Laki-laki,Pegawai swasta,15103795.72,1,71.70422782,194.1505673,1,SMA,1
41,Laki-laki,PNS,9300466.469,1,68.87030935,169.0265537,1,S1,0
34,Laki-laki,Pegawai swasta,5348690.57,1,56.79408728,168.4946662,0,SMA,1
50,Laki-laki,Pegawai swasta,16136587.26,1,62.30449353,191.6456848,0,S1,0
33,Laki-laki,PNS,7603668.413,1,66.2088732,172.0305087,,S1,1
54,Laki-laki,Pengangguran,5683725.43,1,50.00058544,156.3627495,1,S2,1
33,Perempuan,PNS,9784645.424,1,61.66559839,159.5867284,0,S1,0
36,Laki-laki,Pengangguran,9552171.931,1,66.5326062,159.6791834,0,S2,0
23,Laki-laki,PNS,5319010.158,1,52.33068068,168.7977195,1,S3,1
30,Perempuan,Freelance,10960942.25,1,55.31746778,173.3005302,1,S1,1
42,Laki-laki,Pegawai swasta,6314477.383,1,47.15418213,164.6141634,0,S2,1
37,Laki-laki,PNS,16559243.34,1,51.29364956,154.2552504,0,S1,1
27,Laki-laki,Pegawai swasta,,1,49.18796429,187.367568,0,S2,0
,Perempuan,Pegawai swasta,10548734.92,1,49.89237861,174.6243013,0,SMA,1
46,Laki-laki,PNS,7052251.912,1,52.90081732,178.9669508,0,S2,1
44,Laki-laki,PNS,3097606.61,1,63.13321628,176.8615136,1,S1,0
48,Perempuan,Pegawai swasta,8966105.363,1,64.98230128,147.0183462,1,SMA,1
39,Laki-laki,Pegawai swasta,5154400.892,1,62.86816439,177.8179117,1,SMA,1
,Laki-laki,PNS,8879041.664,1,50.25075194,159.0356581,1,S1,1
42,Laki-laki,Pegawai swasta,6755413.731,1,66.57195474,172.1881057,0,S1,1
47,Laki-laki,Freelance,18289130.58,1,54.94811915,176.0852435,1,SMA,0
21,Laki-laki,PNS,7350748.239,1,57.17222663,155.7331856,1,SMA,1
38,Perempuan,Pegawai swasta,9264578.659,1,62.196459,169.3410589,0,S2,0
28,Laki-laki,PNS,6154041.549,1,49.09455466,159.7019318,1,S1,0
23,Perempuan,PNS,6149852.354,1,57.6390534,170.7652872,0,S1,1
29,Laki-laki,Freelance,4601011.955,1,50.32872913,172.5909336,1,SMA,1
56,Laki-laki,PNS,10498921.62,1,57.87471907,166.0884192,0,S1,1
37,Perempuan,PNS,4120295.682,1,55.79345928,182.0072601,0,S1,1
40,Laki-laki,PNS,11441025.7,1,66.69942939,182.4041533,0,S1,0
58,Laki-laki,Pegawai swasta,14690011.26,1,52.70470411,164.7550454,0,SMA,1
53,Laki-laki,PNS,7910256.638,1,44.37726056,161.1619761,0,SMA,1
53,Laki-laki,PNS,9340968.329,1,58.10160069,171.1876933,0,S1,1
38,Laki-laki,Pegawai swasta,5459937.359,1,48.44510193,167.7367973,0,S1,0
39,Perempuan,PNS,4356370.514,1,62.92152046,179.8177511,1,S3,0
,Laki-laki,,,1,44.86275463,155.572449,1,S1,1
29,Laki-laki,Pegawai swasta,10254070.61,1,55.37200834,159.9371883,0,S1,1
51,Perempuan,Pengangguran,11015112.97,1,56.02701082,161.6578836,0,S1,0
37,Laki-laki,Pegawai swasta,11200812.62,1,50.73695745,186.2455463,0,S1,1
55,Laki-laki,Freelance,4688872.877,1,56.99847085,178.4822606,0,S2,1
32,Perempuan,Pegawai swasta,3425745.549,1,51.19278885,159.1450085,1,S2,1
40,Laki-laki,Pegawai swasta,,1,62.38667799,176.0154091,1,S1,1
41,Laki-laki,PNS,5767385.848,1,58.25298918,164.100216,1,S1,1
31,Laki-laki,Pegawai swasta,15339115.36,1,55.77576933,174.3970852,1,SMA,1
47,Perempuan,Pegawai swasta,7681091.531,1,71.13221096,196.9568826,0,SMA,1
45,Perempuan,PNS,6303551.318,1,69.79442076,180.5768153,0,S1,1
,Laki-laki,Pegawai swasta,6210276.021,1,54.06738745,178.9971896,1,S1,0
51,Laki-laki,Pegawai swasta,17649061.84,1,56.79977532,165.1888703,1,S2,1
55,Perempuan,Pegawai swasta,6660015.317,1,56.70558848,163.7042749,0,SMA,1
54,Perempuan,Freelance,5023108.979,1,50.12737016,168.4269231,0,SD,1
37,Laki-laki,Freelance,8248158.143,1,42.65925865,163.9367707,0,SMA,1
36,Laki-laki,Pegawai swasta,14385647.86,1,50.31732248,161.5410242,1,S2,0
32,Laki-laki,Pegawai swasta,8822285.583,,50.33101855,173.9481861,1,S1,0
47,Laki-laki,Freelance,11751145.13,1,47.03976263,148.7506495,0,SMA,1
32,Perempuan,PNS,7956496.301,1,54.72343749,164.379679,1,S1,0
28,Perempuan,PNS,6601922.142,1,47.99192135,139.8771289,1,S1,1
38,Laki-laki,Freelance,9557135.127,1,64.4264855,170.4165299,0,S1,1
33,Laki-laki,PNS,6570853.256,1,46.46896656,164.9379732,1,S1,1
32,Perempuan,PNS,5779452.668,1,49.66525372,158.1904522,0,SMA,1
48,Laki-laki,Pegawai swasta,5350685.065,1,48.42850351,134.4331371,1,SMA,1
37,Laki-laki,Pegawai swasta,13645581.5,1,48.0084835,152.4180797,1,S1,1
21,Perempuan,Pegawai swasta,8365519.079,1,49.62124814,159.7150134,1,S1,1
25,Perempuan,PNS,10342030.95,1,49.04087524,170.1738231,0,SMA,0
52,Laki-laki,Freelance,6738450.541,1,53.0444782,176.9281313,0,S1,1
41,Perempuan,Pegawai swasta,9832889.435,1,72.26345243,168.8212987,0,S2,1
53,Laki-laki,Pegawai swasta,17137891.93,1,53.01805712,169.3983504,1,SMA,1
29,Laki-laki,Pegawai swasta,13066242.3,1,46.09082347,141.5218627,0,S1,1
11,Laki-laki,PNS,5936892.327,0,46.09385916,162.0222279,0,S2,1
39,Laki-laki,Pegawai swasta,11294355.87,1,51.92186964,162.6530168,1,S2,1
36,Laki-laki,Pegawai swasta,9129480.449,1,63.59405223,154.8999065,0,S1,0
43,Laki-laki,Pegawai swasta,5516429.469,1,56.16795938,164.7466148,1,S1,1
42,Laki-laki,Pegawai swasta,,1,51.47517164,165.2435915,0,SMA,1
46,Laki-laki,Pegawai swasta,12406327.75,1,51.67484235,166.765065,0,S1,0
33,Laki-laki,PNS,24013428.35,1,53.08677621,175.8359962,0,SMA,1
34,Laki-laki,Pengangguran,9999109.699,1,47.68394218,156.7805211,1,SD,1
39,Laki-laki,Pegawai swasta,7282685.035,1,48.25914638,161.6196455,1,S1,0
27,Perempuan,Pegawai swasta,6261115.682,1,62.66059273,193.0516443,1,S1,1
54,Perempuan,Freelance,15396243.29,1,44.05461076,156.6742539,1,SMA,1
35,Laki-laki,Pegawai swasta,4586014.072,1,52.86431404,162.500647,1,S1,0
34,Laki-laki,PNS,8264584.289,1,50.03985961,162.1312068,1,SMA,1
26,Perempuan,PNS,8989239.051,1,50.4174719,151.2493905,0,S1,1
