umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
43,Laki-laki,PNS,Ambon,7848660.132,1,0,55.43467016,148.8934262,Moonsilk,1,SMP,3,0.559374901
35,Laki-laki,Pegawai swasta,Samarinda,5506581.678,1,0,45.35259854,158.4359546,Shoulder & Head,0,S1,1,0.33473052
50,Perempuan,PNS,Kupang,5767188.939,1,0,55.63561697,162.9736323,Deadbuoy,0,S1,4,0.536184919
35,Perempuan,PNS,Semarang,7639777.12,1,0,60.64750953,163.7379268,Moonsilk,1,SMA,10,0.643858902
36,Laki-laki,PNS,Sofifi,5439977.889,1,0,60.68091669,184.3672391,Moonsilk,0,S1,8,0.484923524
41,Perempuan,Pegawai swasta,Medan,12268970.8,1,1,80.3429012,189.8599281,Merpati,1,S1,10,0.7619102
28,Laki-laki,Pegawai swasta,Ambon,4710452.322,1,0,52.66916802,174.6215487,Pantone,1,SMA,3,0.456754653
44,Laki-laki,Pegawai swasta,Mataram,13026650.76,1,0,63.03460372,156.7900828,Pantone,1,S1,2,0.559543225
28,Laki-laki,PNS,Tanjungselor,10325773.85,1,0,47.24764541,148.9730716,Pantone,1,S1,5,0.647117813
54,Laki-laki,Pegawai swasta,Bengkulu,6471476.45,1,0,50.07727943,147.8359279,Shoulder & Head,1,SMA,4,0.752129293
40,Laki-laki,PNS,Pekanbaru,4489499.112,1,0,50.62397197,159.0915942,Pantone,0,SMP,1,0.4780201
,Perempuan,Pegawai swasta,Serang,6496014.612,1,0,44.26248131,158.150549,Pantone,0,S1,1,0.37458149
31,Laki-laki,Pegawai swasta,Palembang,5980474.569,1,0,51.72834561,172.9388716,Moonsilk,0,S1,2,0.470307949
42,Laki-laki,Pegawai swasta,Tanjung Pinang,4888446.967,1,1,48.90778165,178.222918,Deadbuoy,0,S1,1,0.586325201
28,Laki-laki,Pegawai swasta,Palangkaraya,11072603.52,1,1,50.25529249,160.2586128,Deadbuoy,0,S1,6,0.655862241
50,Laki-laki,Pegawai swasta,Banda Lampung,4770785.786,1,0,70.64403458,191.4321934,Moonsilk,0,SMA,10,0.571771581
53,Perempuan,Pegawai swasta,Makassar,6954007.07,1,0,62.11593739,157.2530383,Merpati,0,S1,3,0.459993332
47,Laki-laki,Pegawai swasta,Palembang,7851101.688,1,0,45.22249358,166.2690383,,0,SMA,7,0.541981035
30,Laki-laki,Pegawai swasta,Pangkalpinang,4267610.722,1,0,58.45199469,173.5584302,Shoulder & Head,1,S1,4,0.455391103
21,Perempuan,PNS,Gorontalo,11206893.47,1,0,85.17705134,168.2599103,Shoulder & Head,1,SMP,6,0.503277028
33,Laki-laki,PNS,Makassar,4977581.456,1,0,54.25660855,157.8464951,Deadbuoy,1,SMA,9,0.65944943
64,Laki-laki,PNS,Bengkulu,9671914.071,1,1,97.80175951,178.8388231,Deadbuoy,1,S1,8,1
41,Perempuan,PNS,Tanjungselor,3848490.483,1,0,47.61295598,163.0076908,Merpati,0,S1,1,0.329109368
47,Laki-laki,Pegawai swasta,Kupang,4696779.275,1,0,53.16280789,171.8098901,Shoulder & Head,0,SMP,5,0.458799356
43,Laki-laki,PNS,Jakarta,5421741.115,1,1,44.53852167,171.6698076,Merpati,0,S2,10,0.934338163
41,Laki-laki,Pegawai swasta,Pangkalpinang,4729796.611,1,0,55.04554804,161.5930716,Deadbuoy,0,S1,9,0.550417049
36,Laki-laki,Pengangguran,,8897077.451,1,1,57.91523548,158.5255236,Moonsilk,1,SMP,5,0.979205614
42,Laki-laki,PNS,Kendari,2198630.638,1,0,63.21689173,165.2219635,Deadbuoy,0,S1,7,0.639057126
50,Laki-laki,PNS,Medan,7439194.44,1,0,47.77615859,175.7999764,Deadbuoy,1,S1,3,0.6750111
46,Perempuan,Pegawai swasta,Kendari,8316462.097,1,0,48.22339924,180.7063809,Merpati,1,S1,8,0.522640288
27,Perempuan,Pegawai swasta,Manado,5520186.798,1,0,51.54309941,180.0046324,Deadbuoy,1,S1,6,0.423879036
34,Perempuan,Pegawai swasta,Semarang,7100940.088,1,0,52.28063965,148.4278149,Deadbuoy,0,S2,9,0.384027177
46,Laki-laki,,Palu,13626562.9,1,0,56.73070431,159.5301796,Deadbuoy,1,S1,1,0.434552455
27,Laki-laki,PNS,Kupang,7714355.155,1,0,63.00098256,167.6210556,Merpati,1,SMA,5,0.581309867
29,Laki-laki,PNS,Palembang,3623299.683,1,0,43.12902818,161.25071,Moonsilk,0,SMA,2,0.462524506
5,Laki-laki,Freelance,Medan,6971968.783,0,0,53.10718998,153.8991928,Merpati,1,S1,2,0.275482357
40,Laki-laki,Freelance,Makassar,8339456.741,1,1,51.88221589,163.8493534,Deadbuoy,0,S2,3,0.458276638
50,Laki-laki,Pegawai swasta,Yogyakarta,22566196.38,1,0,49.27074203,151.2434135,Deadbuoy,1,SMA,1,0.555058807
40,Perempuan,Freelance,Bandung,11829410.56,1,0,,156.7168817,Deadbuoy,1,S1,3,0.294484095
39,Laki-laki,Pegawai swasta,Tanjungselor,,1,0,51.99158595,156.0336661,Deadbuoy,0,S1,9,
41,Laki-laki,PNS,Serang,2751991.146,1,0,46.37053425,167.7905521,Moonsilk,1,S1,9,0.760064816
31,Perempuan,Pegawai swasta,Medan,4337013.27,1,0,62.61543751,175.3187103,Merpati,0,S1,3,0.223359833
34,Laki-laki,Pegawai swasta,Bandung,7501948.332,1,0,48.6231122,174.0266123,Merpati,1,SD,1,0.473281378
44,Laki-laki,Pengangguran,Denpasar,4889268.791,1,0,45.84804391,164.8161983,Merpati,1,S1,1,0.924766257
44,Perempuan,PNS,Palu,6494230.42,1,0,57.65287923,167.3129097,Moonsilk,1,S1,10,0.750608015
22,Laki-laki,PNS,Manokwari,9930837.05,1,0,53.74757541,161.7913047,Pantone,0,SMA,6,0.59278155
38,Laki-laki,Pegawai swasta,Padang,9665759.658,1,0,52.44754298,156.2599227,Pantone,0,SD,8,0.368583167
48,Perempuan,Freelance,Tanjungselor,10157310.29,1,0,74.22295469,180.5135001,Merpati,0,S2,5,0.337986097
32,Laki-laki,PNS,Palangkaraya,8670982.447,1,0,56.62036421,183.2460051,Pantone,1,S1,5,0.689170978
50,Perempuan,Freelance,Padang,5421908.313,1,0,55.54715934,160.9479669,Pantone,0,S1,8,0.3064968
55,Perempuan,PNS,,5773631.463,1,0,40,162.4088771,Merpati,0,SMA,4,0.589317718
30,Laki-laki,Pegawai swasta,Mamuju,5171988.126,1,0,46.74924516,169.2202697,Shoulder & Head,1,SMA,8,0.618678258
30,Laki-laki,PNS,Semarang,9906423.601,1,0,77.13542745,156.8919534,Deadbuoy,0,S1,5,0.568028345
47,Perempuan,Freelance,Tanjung Pinang,9444464.326,1,0,48.94435716,164.2672678,Moonsilk,0,S2,4,0.367974088
38,Laki-laki,PNS,Palembang,4215020.896,1,0,50.72416528,169.8818432,Pantone,1,S1,10,0.776664433
20,Laki-laki,PNS,Mamuju,10924573.65,1,0,44.73828465,158.8188575,Moonsilk,0,S1,5,0.516286706
57,Laki-laki,PNS,Tanjung Pinang,11983501.09,1,0,67.70838924,184.6859367,Pantone,0,S1,8,0.714046137
31,Laki-laki,Pegawai swasta,Jambi,6604159.562,1,0,44.20613819,164.13505,Shoulder & Head,0,SMA,10,0.475826957
42,Laki-laki,PNS,Gorontalo,5461333.264,1,1,51.71518131,173.0266684,Pantone,0,S1,7,0.830470198
37,Laki-laki,Pegawai swasta,Gorontalo,7065582.408,1,0,64.77545274,193.8271395,Pantone,1,SMA,1,0.424369969
35,Laki-laki,PNS,Pontianak,6064185.233,1,0,55.33743069,168.7565082,Shoulder & Head,1,S1,8,0.725344456
57,Perempuan,Freelance,Padang,15249760.46,1,0,52.63333859,168.6470595,Pantone,1,SMP,9,0.550846992
38,Perempuan,Pegawai swasta,Surabaya,14451807.79,1,0,55.81804566,160.4294078,Deadbuoy,0,S1,2,0.255290735
43,Perempuan,Pegawai swasta,Makassar,4104401.609,1,0,61.45524123,164.5837458,Shoulder & Head,1,S1,3,0.540942231
38,Laki-laki,PNS,Manokwari,8146024.425,1,0,55.87580208,171.2741696,Pantone,0,SMA,1,0.394329677
26,Laki-laki,PNS,Denpasar,11460853.52,1,0,62.63798427,160.3474842,Deadbuoy,1,S1,2,0.551223597
47,Perempuan,PNS,Yogyakarta,10545308.76,1,0,49.10947517,170.642471,Deadbuoy,1,S1,8,0.748016806
47,Laki-laki,Pegawai swasta,Jambi,4432753.188,1,0,51.04506909,174.1321714,Moonsilk,1,SMA,9,0.69857275
49,Laki-laki,Freelance,Makassar,8524934.157,1,1,50.83198657,160.4079764,Pantone,1,S2,2,0.634233238
23,Perempuan,PNS,Jayapura,8211415.564,1,0,55.25406136,149.6858865,Shoulder & Head,0,S1,9,0.456898621
37,Laki-laki,Pegawai swasta,Ambon,4623992.966,1,0,68.62757398,178.6463572,Pantone,1,S1,2,0.373692061
42,Perempuan,Pegawai swasta,Medan,12276110.68,,0,45.59943953,184.1187345,Moonsilk,1,S1,2,0.445342098
41,Perempuan,Pengangguran,Denpasar,6133261.784,1,0,56.62584786,188.4145783,Shoulder & Head,1,S1,10,0.905093148
30,Perempuan,Pegawai swasta,Sofifi,10540209.58,1,1,60.90772424,176.1114175,Shoulder & Head,0,S2,1,0.428725478
28,Laki-laki,Pegawai swasta,,15198866.17,1,0,61.13966369,165.854845,Merpati,0,S1,5,0.338253523
40,Perempuan,PNS,Gorontalo,9067000.717,1,1,56.59319345,145.6998255,Merpati,1,S2,,0.751628533
38,Laki-laki,Pegawai swasta,Banjarmasin,3534267.239,1,0,50.59064269,153.8593605,Moonsilk,1,S1,7,0.565140783
40,Laki-laki,Freelance,Bengkulu,7703539.498,1,0,59.60249641,143.5583845,Pantone,1,S1,8,0.408812746
38,Laki-laki,PNS,Yogyakarta,8377251.959,1,0,49.28066801,161.5025634,Pantone,1,S1,5,0.642521011
31,Laki-laki,Pegawai swasta,Medan,12202354.54,1,0,76.37504147,176.8026875,Pantone,0,SMA,8,0.55069968
35,Perempuan,Freelance,Yogyakarta,11116601.76,1,1,45.48867553,165.3330446,Moonsilk,0,S1,1,0.380367483
43,Perempuan,PNS,Manado,5283026.498,1,0,54.3977119,156.0440666,Merpati,1,S3,2,0.558892204
59,Perempuan,Pegawai swasta,Kendari,4469145.148,1,0,53.7328406,162.6502295,Pantone,0,S1,4,0.470268994
43,Laki-laki,PNS,Jayapura,9576192.038,1,0,54.69137145,141.6830872,Pantone,0,S1,7,0.640287789
41,Laki-laki,Pegawai swasta,Pangkalpinang,5291748.826,1,1,65.5524603,183.5616632,Moonsilk,0,S2,7,0.707340613
38,Laki-laki,PNS,Gorontalo,5556826.843,1,0,50.151639,175.8569038,Shoulder & Head,1,SMP,8,0.57648148
42,Perempuan,Pegawai swasta,Manado,7828998.617,1,0,51.24449063,159.3810256,Moonsilk,0,S1,5,0.622693258
43,Perempuan,Pegawai swasta,Palangkaraya,4724224.211,1,1,44.42587071,154.2189795,Shoulder & Head,0,S1,2,0.58174634
48,Perempuan,PNS,Kupang,10306999.26,1,0,54.3106925,166.7720602,Shoulder & Head,1,S1,4,0.598086829
38,Perempuan,Freelance,Mamuju,14131906.76,1,0,43.91590652,159.9191949,Merpati,0,SMA,1,0.163102684
36,Laki-laki,Freelance,Pangkalpinang,3738095.782,1,0,57.40785451,150.617277,Pantone,1,S1,8,0.456604582
67,Laki-laki,Pegawai swasta,Banjarmasin,6647572.568,1,0,46.44439329,152.9974903,Deadbuoy,0,S1,4,0.595994199
46,Perempuan,Pegawai swasta,Pontianak,4934370.222,1,0,53.82217229,150.145562,Shoulder & Head,0,SMP,9,0.461761845
41,Perempuan,PNS,Makassar,6101024.424,1,0,53.82223548,173.0719974,Deadbuoy,1,S1,1,0.583918119
38,Perempuan,PNS,Makassar,8625418.705,1,0,56.58787039,195.2121124,Moonsilk,1,S1,9,0.58824964
33,Laki-laki,PNS,Jayapura,8214552.862,1,0,60.51384324,173.7813161,Merpati,0,SMP,3,0.527740367
51,Perempuan,Pegawai swasta,Bengkulu,10811175.31,1,0,43.85690793,154.5524948,Deadbuoy,0,S2,1,0.525663673
28,Laki-laki,Pegawai swasta,Tanjungselor,8358015.857,1,0,50.30468129,180.3423589,Moonsilk,1,SMA,9,0.611627425
39,Laki-laki,PNS,Padang,3831264.251,1,0,49.02330718,175.2310794,Merpati,0,S1,5,0.478961819
40,Laki-laki,Pegawai swasta,Jakarta,6952549.379,1,0,45.62269946,165.6580345,Moonsilk,0,S1,5,0.406649837
52,Perempuan,Pegawai swasta,Kupang,4225323.857,1,1,52.52296518,153.9331822,Pantone,1,S1,5,0.831101613
35,Laki-laki,PNS,Denpasar,24993531.26,1,0,58.12658468,171.8840682,Shoulder & Head,1,SMA,5,0.723126878
37,Laki-laki,Pengangguran,Mamuju,16726186.63,1,1,45.67224488,164.1901942,Shoulder & Head,0,SMP,6,0.928529258
22,Laki-laki,PNS,Samarinda,17911448.75,1,0,50.8984434,168.5127856,Moonsilk,0,S2,3,0.549087117
52,Laki-laki,Pegawai swasta,Bandung,11585466.58,1,0,47.84537526,155.4920767,Merpati,0,S1,8,0.611756635
33,Perempuan,Pegawai swasta,Banda Aceh,12879017.83,1,1,47.28588207,158.0642917,Deadbuoy,0,SMA,6,0.474412556
37,Laki-laki,,Tanjungselor,9322771.084,1,1,51.18253254,151.1933743,Pantone,0,SMA,5,0.674189454
36,Perempuan,Pegawai swasta,Kendari,12106403.01,1,0,45.38022937,155.7130083,Shoulder & Head,0,S1,1,0.187873795
34,Perempuan,PNS,Tanjungselor,6384195.727,1,0,65.98500762,161.0970638,Deadbuoy,0,S1,8,0.429237923
53,Perempuan,Pegawai swasta,Mamuju,6435703.424,1,0,65.92345546,160.898807,Merpati,0,SMA,7,0.560662794
31,Laki-laki,Pegawai swasta,Sofifi,11912353.3,1,0,51.33723795,145.0758611,Shoulder & Head,1,S1,1,0.368281977
55,Laki-laki,PNS,Padang,7411276.761,1,0,56.07305138,173.502189,Deadbuoy,0,SMA,8,0.679853795
40,Laki-laki,Pegawai swasta,Manokwari,12508597.36,1,0,43.74098298,174.0100702,Deadbuoy,1,S1,9,0.523499604
36,Perempuan,PNS,Pangkalpinang,11230396.3,1,0,44.40081696,147.8811901,Pantone,1,S1,1,0.493543319
34,Perempuan,Pegawai swasta,Samarinda,15965627.11,1,0,44.94215053,145.664189,Shoulder & Head,1,S1,1,0.381613994
45,Perempuan,Pegawai swasta,Kupang,4864392.518,1,0,49.5251832,164.5301826,Pantone,0,S1,10,0.530399149
26,Laki-laki,PNS,Banda Lampung,10219678.86,1,0,53.11423698,158.4573575,Merpati,1,S1,8,0.643941437
,Perempuan,PNS,Medan,10329900.28,1,0,46.91232393,168.453822,Moonsilk,1,SMA,10,0.725163147
37,Laki-laki,Pegawai swasta,Samarinda,11497575.04,1,0,61.49912349,181.257001,Moonsilk,1,SMA,4,0.526650315
55,Perempuan,PNS,Makassar,7322688.255,1,0,48.98084075,172.1752814,Merpati,0,SMA,5,0.623365245
24,Laki-laki,Freelance,Kupang,6332326.845,1,0,54.66634908,161.6576447,Deadbuoy,0,SMA,7,0.423304428
30,Laki-laki,Freelance,Semarang,4360571.361,1,0,65.50147707,173.4793911,Moonsilk,1,SMA,4,0.442846498
30,Laki-laki,PNS,Semarang,6056860.243,1,0,55.86650159,168.1065452,Merpati,0,SD,1,0.38766917
42,Laki-laki,Pegawai swasta,Bandung,4300989.098,1,0,52.24903069,161.7237053,Moonsilk,1,S1,6,0.535419457
16,Laki-laki,PNS,Palembang,6285431.73,0,0,48.99902054,161.2841791,Merpati,1,S1,10,0.622435495
52,Perempuan,Pegawai swasta,Bengkulu,6604681.377,1,0,42.86549262,151.9198813,Shoulder & Head,0,S1,9,0.690171936
40,Laki-laki,Pegawai swasta,Banjarmasin,5387690.825,1,0,49.87211495,167.9186046,Merpati,1,SD,6,0.520672523
31,Laki-laki,PNS,Palangkaraya,3070807.405,1,0,62.14400831,158.6478625,Moonsilk,0,S1,7,0.593234392
28,Laki-laki,PNS,Palu,13855341.51,1,1,57.47470559,176.0430117,Shoulder & Head,1,S1,7,0.883380809
58,Laki-laki,Pegawai swasta,Kupang,10005104.82,1,0,47.15919296,161.7613498,Moonsilk,1,S1,3,0.623430276
19,Perempuan,Freelance,Padang,5521538.875,0,0,49.81183205,180.5343834,Pantone,1,SMA,2,0.187721005
44,Perempuan,Pengangguran,Banjarmasin,7594024.519,1,0,50.80002849,178.6610713,Pantone,1,S1,7,0.925047277
41,Laki-laki,Freelance,Medan,4801703.2,1,0,50.58843794,160.50672,Pantone,0,S1,3,0.311206866
20,Perempuan,Pegawai swasta,,4416751.385,1,0,52.57648774,164.2458341,Merpati,1,S1,5,0.447342773
39,Perempuan,Freelance,Ambon,7105236.682,1,0,90.94058741,190.7644467,Moonsilk,0,SMA,2,0.180506046
27,Laki-laki,Pegawai swasta,Semarang,8818168.242,1,,61.0132585,176.0013132,Merpati,1,S1,9,0.538191564
43,Perempuan,PNS,Tanjung Pinang,6862586.892,1,0,46.53032065,169.9920147,Moonsilk,,SMA,5,0.594566996
10,Perempuan,Pegawai swasta,Makassar,3640062.559,0,0,64.22145795,166.272872,Merpati,1,S2,2,0.175654907
48,Laki-laki,Pegawai swasta,Pangkalpinang,7202448.101,1,0,51.41190465,157.3932292,Deadbuoy,1,S1,4,0.597078735
38,Laki-laki,PNS,Kendari,17641153.13,1,0,50.64542071,186.5744641,Merpati,1,SMP,7,0.626048206
30,Perempuan,PNS,Tanjung Pinang,10408757.2,1,1,57.14739807,185.0404768,Moonsilk,0,SD,6,0.633157747
55,Laki-laki,PNS,Pontianak,9457562.732,1,0,47.53466982,157.7438948,Moonsilk,1,S1,4,0.721575823
46,Perempuan,PNS,Makassar,8968720.283,1,0,59.21947887,169.9443944,Deadbuoy,1,S1,1,0.516502834
25,Laki-laki,Pegawai swasta,Gorontalo,28524730.3,1,0,50.47111136,154.747199,Moonsilk,0,SD,5,0.435884813
41,Perempuan,PNS,Semarang,10431257.14,1,0,50.62709187,160.6242398,Merpati,0,S1,5,0.467171799
44,Perempuan,Freelance,Yogyakarta,12761513.57,1,0,49.20734778,159.6304576,Pantone,0,S1,9,0.388583254
45,Laki-laki,Pegawai swasta,Tanjungselor,8603965.886,1,0,53.39319823,176.6993969,Pantone,1,S1,6,0.622095757
23,Perempuan,Pegawai swasta,Jayapura,4598102.039,1,1,66.21955266,173.7656821,Pantone,0,S2,3,0.540588331
54,Perempuan,PNS,Serang,5840146.529,1,1,65.52782311,153.1953092,Deadbuoy,1,SMA,7,0.917058732
35,Laki-laki,PNS,Serang,4820259.199,1,0,55.13025985,157.7317729,Pantone,1,S1,7,0.666650473
47,Laki-laki,PNS,Tanjungselor,7793967.494,1,1,63.39759051,175.2932088,Pantone,0,S1,6,0.865863774
42,Laki-laki,PNS,Banda Lampung,4778648.469,1,0,53.63214907,163.8634263,Shoulder & Head,1,SMP,3,0.560351761
46,Perempuan,Freelance,Manokwari,5852625.661,1,0,56.33776405,177.6016564,Deadbuoy,0,S1,3,0.246743356
53,Perempuan,PNS,Bandung,16712544.86,1,1,58.64673938,168.7224522,Moonsilk,1,SMA,8,0.953961552
40,Perempuan,Pegawai swasta,Gorontalo,15304010.8,1,0,46.91004077,176.1975592,Deadbuoy,0,S1,4,0.279291764
44,Laki-laki,Pegawai swasta,Pontianak,10193935.14,1,1,48.96495537,177.4242432,Deadbuoy,1,SMA,10,0.838668783
33,Laki-laki,Pegawai swasta,Jayapura,5321637.937,1,0,50.22552274,158.4045331,Pantone,0,S1,2,0.307217355
41,Laki-laki,Pegawai swasta,Pekanbaru,,1,0,52.04338632,161.5216564,Shoulder & Head,0,SMA,6,0.541866593
58,Laki-laki,Freelance,Manokwari,8136014.627,1,1,51.32246162,172.2668272,Shoulder & Head,0,S1,9,0.769685995
39,Laki-laki,Pegawai swasta,Padang,14694868.17,1,0,45.8697619,165.3090276,Moonsilk,1,S1,1,0.408180439
37,Laki-laki,Pegawai swasta,Padang,6907802.858,1,0,50.22666087,171.2169532,Shoulder & Head,0,SMA,7,0.423436269
43,Laki-laki,Pegawai swasta,Yogyakarta,10881455.4,1,0,41.08840495,172.4317769,Merpati,0,S1,8,0.550780816
28,Laki-laki,PNS,Kupang,14951306.78,1,0,46.38157999,141.4268282,Pantone,1,SMA,10,0.646393713
40,Laki-laki,Pegawai swasta,Denpasar,17666204.74,1,0,51.27580388,178.8581283,Deadbuoy,1,SMA,1,0.496316448
41,Laki-laki,PNS,Kendari,4849469.279,1,1,47.36830404,179.0164281,Moonsilk,1,SD,10,0.99568356
44,Perempuan,Freelance,Pekanbaru,3848717.746,1,0,52.06424272,173.4490279,Shoulder & Head,0,S1,2,0.296662307
46,Laki-laki,PNS,Pangkalpinang,11878830.07,1,0,51.14054699,161.3692778,Shoulder & Head,0,SMA,8,0.735381016
32,Laki-laki,Freelance,Makassar,5124244.502,,1,54.38030873,177.4415297,Moonsilk,0,SMA,9,0.604587053
45,Laki-laki,Pegawai swasta,Kendari,5385441.15,1,0,54.40612629,148.9392283,Pantone,1,SMA,5,0.604825771
35,Laki-laki,Freelance,Pekanbaru,4080268.44,1,1,57.0550291,172.4795371,Merpati,1,S1,9,0.654683281
64,Laki-laki,Pegawai swasta,Sofifi,5618977.88,1,0,56.16901083,171.7695989,Deadbuoy,0,S1,6,0.626943842
36,Laki-laki,Freelance,Palu,8169968.603,1,0,50.31615261,165.1786452,Pantone,,S1,8,0.44609949
21,Laki-laki,,Padang,7623666.911,,0,46.73813121,168.8734211,Deadbuoy,1,S1,5,0.45955171
36,Perempuan,Pegawai swasta,Kendari,7260971.536,1,0,51.69780373,160.8481782,Merpati,0,S1,9,0.377010443
37,Laki-laki,Freelance,Pontianak,9380758.685,1,0,57.45799755,166.1219888,Moonsilk,0,S1,9,0.429782009
47,Laki-laki,Pegawai swasta,Gorontalo,5994951.338,1,0,66.92815568,189.1765155,Shoulder & Head,1,S1,1,0.560916513
25,Perempuan,PNS,Palu,3827577.756,1,0,61.57471599,184.3595622,Merpati,0,S3,8,0.435337102
53,Laki-laki,Pegawai swasta,Gorontalo,9371875.706,1,0,62.62564854,180.3798569,Pantone,1,S1,2,0.717935913
34,Perempuan,Pegawai swasta,Pekanbaru,15298877.07,1,1,58.65927264,160.1733461,Deadbuoy,0,S1,7,0.59474514
43,Laki-laki,Pegawai swasta,Banjarmasin,8587981.654,1,1,54.86483971,168.2688287,Deadbuoy,1,S1,3,0.703949101
46,Laki-laki,PNS,Banda Aceh,7669585.382,1,0,57.57596254,162.8793157,,1,SMP,5,0.696505838
31,Laki-laki,Pegawai swasta,Bengkulu,8394949.756,1,0,54.64366646,170.580903,Pantone,0,S1,4,0.409543788
48,Perempuan,PNS,Ambon,5925846.848,1,0,51.50743395,166.9397133,Merpati,1,SMP,3,0.578957974
33,Laki-laki,PNS,Gorontalo,14200795.45,1,0,56.19561758,181.4585659,Moonsilk,1,S1,10,0.706311471
24,Laki-laki,PNS,Banjarmasin,11485967.91,1,0,53.096942,,Deadbuoy,0,S1,8,0.508791745
60,Perempuan,Pegawai swasta,Sofifi,6716616.786,1,0,61.60132624,180.5033856,Moonsilk,0,SMA,1,0.405832878
38,Laki-laki,Pegawai swasta,Banjarmasin,2615359.309,1,0,60.3678815,166.7441498,Pantone,1,S1,4,0.451476226
45,Laki-laki,PNS,Padang,3775953.191,1,0,47.32959458,178.6607841,Moonsilk,1,S1,4,0.746138336
19,Laki-laki,Freelance,Jayapura,9461932.406,0,1,61.17714868,156.9553382,Shoulder & Head,0,SMA,4,0.287983028
69,Perempuan,PNS,Banda Aceh,4171285.985,1,0,55.84221672,169.1228763,Moonsilk,1,S2,2,0.679055179
26,Perempuan,PNS,Mataram,4793117.289,1,0,51.70375993,157.5251845,Merpati,0,SD,7,0.483542111
48,Laki-laki,PNS,Jayapura,10399074.81,1,1,52.42446339,153.3248646,Deadbuoy,1,SMA,10,1
32,Laki-laki,Pegawai swasta,Surabaya,9282703.43,1,1,65.5502734,177.8896705,Deadbuoy,1,SMA,3,0.582781826
34,Laki-laki,PNS,Gorontalo,6728793.694,1,1,44.76818081,162.3779107,Moonsilk,0,S3,9,0.797149136
39,Perempuan,Pegawai swasta,Yogyakarta,18012519.21,1,0,50.95068156,170.8728807,Shoulder & Head,1,SMP,10,0.520683435
36,Laki-laki,Pegawai swasta,Pontianak,7086142.603,1,0,51.48130481,172.6670625,Moonsilk,1,S1,9,0.561691558
41,Perempuan,Freelance,Jayapura,15706689.32,1,0,57.65856308,159.4223246,Merpati,0,S1,8,0.345989711
45,Laki-laki,Freelance,Mataram,9006718.784,1,0,46.2640859,148.5318823,Merpati,0,S1,1,0.31066583
31,Perempuan,PNS,Banda Lampung,16033672.18,1,0,46.59871937,163.2203248,Moonsilk,1,SD,8,0.590307422
38,Perempuan,Pegawai swasta,Kupang,25691297,1,0,64.79047865,166.1728859,Merpati,1,S1,2,0.462984347
24,Laki-laki,Pegawai swasta,Yogyakarta,12841780.88,1,1,57.63207772,150.5016981,Pantone,1,S1,2,0.687788757
,Laki-laki,Pegawai swasta,Mamuju,17058273.98,1,0,57.30341324,172.1096191,Pantone,1,S1,7,0.559629378
42,Perempuan,Pengangguran,Samarinda,8675718.748,1,0,57.66230394,161.803295,Moonsilk,0,S1,3,0.629030438
59,Laki-laki,Pegawai swasta,Tanjungselor,6640470.045,1,0,45.81596248,149.3024668,Shoulder & Head,0,S1,10,0.686764546
34,Laki-laki,,Semarang,5223814.029,1,0,78.96367024,173.8954217,Shoulder & Head,0,S1,3,0.250859929
33,Laki-laki,Pegawai swasta,Palangkaraya,5754731.931,1,1,58.15524015,138.6914318,Pantone,1,S1,4,0.649773573
36,Laki-laki,PNS,Tanjungselor,7144313.797,1,1,53.86500298,165.9433342,Merpati,1,SMA,7,0.843886204
43,Laki-laki,Pegawai swasta,Pontianak,4280080.656,1,0,50.41653963,173.404806,Deadbuoy,0,S1,8,0.591781657
45,Laki-laki,Pegawai swasta,Palu,5715382.893,1,1,53.18755524,184.35252,Shoulder & Head,1,S1,10,0.851964128
47,Laki-laki,Pegawai swasta,Pangkalpinang,15035754.45,1,0,57.05062905,168.8971041,Moonsilk,1,SMP,9,0.622295359
46,Laki-laki,PNS,Pontianak,11776836.37,1,0,48.6829417,162.8674754,Merpati,,S1,8,0.739676443
52,Perempuan,PNS,Mamuju,8612845.549,1,0,49.061642,185.279112,Pantone,0,S1,7,0.631756581
60,Laki-laki,PNS,,9443141.566,1,0,48.43173277,171.7259736,Moonsilk,0,S1,2,0.655225354
31,Perempuan,,Bengkulu,3275578.536,1,0,54.31278389,157.2265895,Moonsilk,1,S1,4,0.426294095
26,Perempuan,PNS,Denpasar,7078447.327,1,0,58.22619779,176.032639,Shoulder & Head,0,S1,9,0.514615719
47,Laki-laki,PNS,Pangkalpinang,7321267.035,1,0,53.49252337,169.4816288,Moonsilk,1,SMP,4,0.670435901
41,Laki-laki,PNS,Serang,3564366.898,1,0,67.85046883,165.4659661,Merpati,1,S1,1,0.735854021
46,Perempuan,Pegawai swasta,Palu,11523945.64,1,0,47.58614701,157.2021356,Deadbuoy,1,SMP,4,0.536584951
51,Perempuan,PNS,Jayapura,7370003.891,1,0,62.94067169,167.826131,Pantone,0,S1,2,0.549140755
22,Perempuan,Pegawai swasta,Banjarmasin,6822758.525,1,1,65.99544622,171.0559624,Shoulder & Head,1,S1,4,0.58310237
45,Laki-laki,Pegawai swasta,Kendari,25030826.65,1,0,51.71911763,158.3010609,Deadbuoy,1,S1,5,0.678513196
37,Perempuan,PNS,Mataram,10148292.38,1,0,51.38360374,167.6453726,Shoulder & Head,0,SMP,5,0.543057952
